name,id,name_type,class,mass,fall,year,lat,long,geolocation
Yamato 791555,26904,Valid,H6,1.06,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791556,26905,Valid,H5,129.25,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791557,26906,Valid,L6,90.65,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791558,26907,Valid,LL3.15,101.64,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791559,26908,Valid,H6,26.21,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791562,26911,Valid,H4,205.32,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791563,26912,Valid,H4,487.87,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791564,26913,Valid,H4,84.31,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791565,26914,Valid,H4,8.13,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791566,26915,Valid,L6,497.17,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791567,26916,Valid,H4,67.98,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791568,26917,Valid,L6,40.07,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791569,26918,Valid,L6,10.58,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791572,26921,Valid,H4,6.31,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791573,26922,Valid,Howardite,134.33,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791574,26923,Valid,L5/6,199.73,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791575,26924,Valid,L6,3.19,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791576,26925,Valid,L5/6,4.4,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791577,26926,Valid,L6,481.41,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791578,26927,Valid,L6,191.44,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791579,26928,Valid,L6,108.06,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791582,26931,Valid,L6,3.26,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791583,26932,Valid,L6,6.69,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791584,26933,Valid,L6,2.52,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791585,26934,Valid,L6,79.19,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791586,26935,Valid,L6,219.68,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791587,26936,Valid,L4,99.82,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791589,26938,Valid,H6,3.91,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791592,26941,Valid,L6,1.33,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791593,26942,Valid,L6,0.86,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791594,26943,Valid,L6,0.78,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791595,26944,Valid,H5,5.84,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791596,26945,Valid,L4,1.92,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791597,26946,Valid,H6,147.99,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791598,26947,Valid,L4,8.16,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791599,26948,Valid,L4,8.55,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791602,26951,Valid,H6,3.35,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791603,26952,Valid,Diogenite,5.09,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791604,26953,Valid,H4,297.44,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791605,26954,Valid,H5,112.63,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791606,26955,Valid,H4,182.4,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791607,26956,Valid,H5,55.63,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791608,26957,Valid,H5,19.77,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791609,26958,Valid,H5,18.9,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791612,26961,Valid,H5,15.97,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791613,26962,Valid,H5,15.5,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791614,26963,Valid,H5,21.47,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791615,26964,Valid,H5,18.22,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791616,26965,Valid,H5,7.29,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791617,26966,Valid,H5,8.93,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791618,26967,Valid,H5,6.7,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791619,26968,Valid,H4/5,4.01,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791622,26971,Valid,H4/5,1.91,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791623,26972,Valid,H4/5,1.73,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791624,26973,Valid,H4/5,1.07,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791625,26974,Valid,H4/5,1.4,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791626,26975,Valid,H4/5,1.32,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791627,26976,Valid,L6,1.82,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791628,26977,Valid,L6,4.95,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791629,26978,Valid,H4,128.02,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791632,26981,Valid,L5,534.79,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791633,26982,Valid,L4,634.33,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791634,26983,Valid,L4,333.77,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791635,26984,Valid,L4,653,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791636,26985,Valid,L4,112.52,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791637,26986,Valid,L4,109.23,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791638,26987,Valid,L4,63.72,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791639,26988,Valid,H5,13.66,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791642,26991,Valid,L4,4.35,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791643,26992,Valid,L4,2.85,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791644,26993,Valid,L4,134.58,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791645,26994,Valid,L4,55.95,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791646,26995,Valid,L4,12.59,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791647,26996,Valid,L4,4.62,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791648,26997,Valid,L4,5.48,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791649,26998,Valid,L4,2.32,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791652,27001,Valid,H6,349.1,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791653,27002,Valid,L4,7.89,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791654,27003,Valid,L4,3.35,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791655,27004,Valid,L4,48.78,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791656,27005,Valid,LL3.5,9.96,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791657,27006,Valid,L3,1.53,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791658,27007,Valid,H4,14.87,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791659,27008,Valid,L4,10.17,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791662,27011,Valid,L4,89.57,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791663,27012,Valid,H4,50.42,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791664,27013,Valid,H4,45.54,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791665,27014,Valid,H4,20.15,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791666,27015,Valid,H4,9.94,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791667,27016,Valid,H4,0.45,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791668,27017,Valid,LL4,732,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791669,27018,Valid,L4,334.85,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791672,27021,Valid,L4,5.13,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791673,27022,Valid,H4,2.64,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791674,27023,Valid,L4,50.1,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791675,27024,Valid,L4,27.85,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791676,27025,Valid,L4,10.36,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791677,27026,Valid,L4,473.05,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791678,27027,Valid,L4,259.1,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791679,27028,Valid,L4,18.46,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791682,27031,Valid,L4,123.73,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791683,27032,Valid,L4,96.6,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791684,27033,Valid,H5,33.01,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791685,27034,Valid,H5,27.02,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791686,27035,Valid,H5,19.03,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791687,27036,Valid,H5,6.82,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791688,27037,Valid,H5,5.67,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791689,27038,Valid,H5,2.68,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791692,27041,Valid,H5,0.4,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791694,27043,Valid,"Iron, IAB complex",70.89,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791695,27044,Valid,L4,352.1,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791696,27045,Valid,LL6,0.81,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791697,27046,Valid,L4,1.44,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791699,27048,Valid,H4,2.91,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791703,27052,Valid,L4,25.48,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791704,27053,Valid,L4,93.1,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791705,27054,Valid,L4,172.47,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791706,27055,Valid,L4,341.1,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791708,27057,Valid,L4,126.98,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791709,27058,Valid,L4,174.32,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791712,27061,Valid,L4,14.24,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791713,27062,Valid,L4,2.79,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791714,27063,Valid,L4,3.59,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791715,27064,Valid,L5,13.39,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791716,27065,Valid,H4,193.21,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791717,27066,Valid,CO3.3,25322,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791718,27067,Valid,CO3,184.01,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791719,27068,Valid,CO3,170.69,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791722,27071,Valid,CO3,8.95,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791723,27072,Valid,CO3,7.13,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791724,27073,Valid,CO3,3.61,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791725,27074,Valid,CO3,47.07,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791726,27075,Valid,H4,4.98,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791727,27076,Valid,L4,18.17,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791728,27077,Valid,H4,48.2,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791729,27078,Valid,H4,51.3,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791732,27081,Valid,H4,25.52,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791733,27082,Valid,H4,15.59,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791734,27083,Valid,H4,19.47,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791735,27084,Valid,H4,11.79,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791736,27085,Valid,H4,14.61,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791737,27086,Valid,H4,15.34,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791738,27087,Valid,H4,9.38,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791739,27088,Valid,H4,8.42,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791742,27091,Valid,H4,1.84,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791743,27092,Valid,L6,16.63,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791744,27093,Valid,L5,20.73,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791745,27094,Valid,CO3,17.62,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791746,27095,Valid,CO3,8.59,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791747,27096,Valid,CO3,5.84,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791748,27097,Valid,CO3,8.33,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791749,27098,Valid,H5,2.01,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791752,27101,Valid,L4,12.88,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791753,27102,Valid,L4,13.64,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791754,27103,Valid,L4,9.25,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791755,27104,Valid,L4,7.7,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791756,27105,Valid,L4,3.72,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791757,27106,Valid,L4,3.83,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791758,27107,Valid,L4,3.66,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791759,27108,Valid,L4,3.17,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791762,27111,Valid,L4,4.06,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791763,27112,Valid,L4,1.91,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791764,27113,Valid,L4,1.59,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791765,27114,Valid,L4,1.33,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791766,27115,Valid,L4,1.29,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791767,27116,Valid,L4,1.31,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791768,27117,Valid,L4,1.25,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791769,27118,Valid,L4,0.94,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791772,27121,Valid,L6,7.18,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791773,27122,Valid,L6,4.14,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791774,27123,Valid,H6,37.5,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791775,27124,Valid,H6,110.58,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791776,27125,Valid,H6,2543,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791777,27126,Valid,H6,43.81,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791778,27127,Valid,H6,7.74,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791779,27128,Valid,H6,6.08,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791782,27131,Valid,L6,17.73,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791783,27132,Valid,H5,323.21,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791784,27133,Valid,H5,44.07,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791785,27134,Valid,H5,8826,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791786,27135,Valid,L5,64.47,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791787,27136,Valid,H4,37.38,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791788,27137,Valid,L6,21.68,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791789,27138,Valid,L6,2.55,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791792,27141,Valid,H5,2.78,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791793,27142,Valid,H4,53.14,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791794,27143,Valid,H4,11.31,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791795,27144,Valid,H4,8.39,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791796,27145,Valid,H4,6.31,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791797,27146,Valid,H4,4.22,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791798,27147,Valid,H4,3.78,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791799,27148,Valid,H4,1.08,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791802,27151,Valid,L4,58.89,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791803,27152,Valid,L4,11.07,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791804,27153,Valid,L4,9.32,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791805,27154,Valid,H4,15.18,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791806,27155,Valid,H5,11.88,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791812,27161,Valid,EH4,4.3,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791814,27163,Valid,H4,5.44,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791815,27164,Valid,H4,3.24,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791816,27165,Valid,H4,5.13,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791817,27166,Valid,H4,3.68,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791818,27167,Valid,H4,1.32,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791819,27168,Valid,H4,0.62,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791822,27171,Valid,H5,11.58,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791823,27172,Valid,H5,8.72,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791824,27173,Valid,CM2,23.28,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791825,27174,Valid,CM2,29.15,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791826,27175,Valid,Eucrite-pmict,115.35,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791827,27176,Valid,R4,9.02,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791828,27177,Valid,L3.9,841,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791829,27178,Valid,Diogenite,9.27,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791832,27181,Valid,L5,105.87,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791833,27182,Valid,L5,116.35,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791834,27183,Valid,Eucrite-pmict,11.39,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791835,27184,Valid,LL3.7,23.8,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791836,27185,Valid,Iron,4.29,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791837,27186,Valid,H4,12.52,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791838,27187,Valid,Diogenite,16,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791839,27188,Valid,Ureilite,5.8,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791842,27191,Valid,H4,10.9,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791843,27192,Valid,L3,7.55,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791844,27193,Valid,L5,161.34,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791845,27194,Valid,H6,1559,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791846,27195,Valid,L4,34.93,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791847,27196,Valid,L6,6.86,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791848,27197,Valid,H5,2.95,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791849,27198,Valid,H5,41.57,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791852,27201,Valid,L5,4.61,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791853,27202,Valid,Mesosiderite,1.38,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791854,27203,Valid,E3,0.87,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791855,27204,Valid,L6,8.36,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791856,27205,Valid,H3.3,26.11,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791857,27206,Valid,H4,116.34,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791858,27207,Valid,H6,2.14,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791859,27208,Valid,H5,57.2,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791862,27211,Valid,H6,80.91,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791863,27212,Valid,H6,27.15,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791864,27213,Valid,H6,10.91,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791865,27214,Valid,L6,729,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791866,27215,Valid,L6,51.4,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791867,27216,Valid,L6,48.16,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791868,27217,Valid,H4,68.34,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791869,27218,Valid,H5,6784,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791872,27221,Valid,H4,29.14,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791873,27222,Valid,H4,34.58,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791874,27223,Valid,H4,25.72,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791875,27224,Valid,H4,15.29,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791876,27225,Valid,H4,16.85,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791877,27226,Valid,H4,8.12,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791878,27227,Valid,H4,8.35,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791879,27228,Valid,H4,97.96,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791882,27231,Valid,H5,6.65,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791883,27232,Valid,H5,5.18,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791884,27233,Valid,H5,5.09,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791885,27234,Valid,H5,4.82,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791886,27235,Valid,H5,4.09,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791887,27236,Valid,H5,4.98,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791888,27237,Valid,H5,3.55,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791889,27238,Valid,H5,3.68,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791892,27241,Valid,H5,3.55,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
Yamato 791893,27242,Valid,H5,3.55,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)"
